carrier,awb,order_id,delivery_date,cod_amount,remittance_due_date,status,priority,email_subject,email_body,cod_amount_source
Carrier B,AWB5706353820,110614916333,2026-01-17,1023,2026-01-19,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB5706353820 — COD ₹1,023 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹1,023 is due by 2026-01-19 00:00:00.

AWB: AWB5706353820
Order ID: 110614916333
Delivery Date: 2026-01-17
Destination: Aizawl
COD Amount: ₹1,023

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB9175262588,111114976467,2026-01-17,843,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9175262588 — COD ₹843 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹843 is due by 2026-01-19 00:00:00.

AWB: AWB9175262588
Order ID: 111114976467
Delivery Date: 2026-01-17
Destination: BANGALORE
COD Amount: ₹843

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB1609009443,110714926969,2026-01-17,699,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1609009443 — COD ₹699 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹699 is due by 2026-01-19 00:00:00.

AWB: AWB1609009443
Order ID: 110714926969
Delivery Date: 2026-01-17
Destination: Bareilly
COD Amount: ₹699

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB4196492678,111114974872,2026-01-17,995,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB4196492678 — COD ₹995 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹995 is due by 2026-01-19 00:00:00.

AWB: AWB4196492678
Order ID: 111114974872
Delivery Date: 2026-01-17
Destination: Bangalore
COD Amount: ₹995

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB9468927559,111114978347,2026-01-17,561,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB9468927559 — COD ₹561 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹561 is due by 2026-01-19 00:00:00.

AWB: AWB9468927559
Order ID: 111114978347
Delivery Date: 2026-01-17
Destination: Ahmedabad
COD Amount: ₹561

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB3501244931,110814944074,2026-01-17,619,2026-01-19,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3501244931 — COD ₹619 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-17. Per the 2-day remittance SLA, payment of ₹619 is due by 2026-01-19 00:00:00.

AWB: AWB3501244931
Order ID: 110814944074
Delivery Date: 2026-01-17
Destination: West Delhi
COD Amount: ₹619

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB6672441246,110714926175,2026-01-18,875,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6672441246 — COD ₹875 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹875 is due by 2026-01-20 00:00:00.

AWB: AWB6672441246
Order ID: 110714926175
Delivery Date: 2026-01-18
Destination: East Khasi Hills
COD Amount: ₹875

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB3831241594,102014728469,2026-01-18,1070,2026-01-20,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3831241594 — COD ₹1,070 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹1,070 is due by 2026-01-20 00:00:00.

AWB: AWB3831241594
Order ID: 102014728469
Delivery Date: 2026-01-18
Destination: Gurgaon
COD Amount: ₹1,070

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3168382914,100614531300,2026-01-18,1159,2026-01-20,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3168382914 — COD ₹1,159 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹1,159 is due by 2026-01-20 00:00:00.

AWB: AWB3168382914
Order ID: 100614531300
Delivery Date: 2026-01-18
Destination: Saharanpur
COD Amount: ₹1,159

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6513382157,110914958929,2026-01-18,427,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6513382157 — COD ₹427 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹427 is due by 2026-01-20 00:00:00.

AWB: AWB6513382157
Order ID: 110914958929
Delivery Date: 2026-01-18
Destination: South West Delhi
COD Amount: ₹427

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB6742376289,111014969239,2026-01-18,809,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6742376289 — COD ₹809 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹809 is due by 2026-01-20 00:00:00.

AWB: AWB6742376289
Order ID: 111014969239
Delivery Date: 2026-01-18
Destination: Surat
COD Amount: ₹809

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB5053434072,111014965005,2026-01-18,808,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5053434072 — COD ₹808 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹808 is due by 2026-01-20 00:00:00.

AWB: AWB5053434072
Order ID: 111014965005
Delivery Date: 2026-01-18
Destination: Valsad
COD Amount: ₹808

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB8758915672,110814948559,2026-01-18,859,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8758915672 — COD ₹859 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹859 is due by 2026-01-20 00:00:00.

AWB: AWB8758915672
Order ID: 110814948559
Delivery Date: 2026-01-18
Destination: Ludhiana
COD Amount: ₹859

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB6787538665,111214985775,2026-01-18,1079,2026-01-20,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB6787538665 — COD ₹1,079 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹1,079 is due by 2026-01-20 00:00:00.

AWB: AWB6787538665
Order ID: 111214985775
Delivery Date: 2026-01-18
Destination: Saharanpur
COD Amount: ₹1,079

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB0986337964,110814947807,2026-01-18,759,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB0986337964 — COD ₹759 — Carrier B,"Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹759 is due by 2026-01-20 00:00:00.

AWB: AWB0986337964
Order ID: 110814947807
Delivery Date: 2026-01-18
Destination: Thane
COD Amount: ₹759

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB6942389275,110314876676,2026-01-18,709,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6942389275 — COD ₹709 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹709 is due by 2026-01-20 00:00:00.

AWB: AWB6942389275
Order ID: 110314876676
Delivery Date: 2026-01-18
Destination: Bangalore
COD Amount: ₹709

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB2310638174,110714925147,2026-01-18,1598,2026-01-20,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB2310638174 — COD ₹1,598 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹1,598 is due by 2026-01-20 00:00:00.

AWB: AWB2310638174
Order ID: 110714925147
Delivery Date: 2026-01-18
Destination: East Delhi
COD Amount: ₹1,598

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB5818417762,111014971955,2026-01-18,598,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB5818417762 — COD ₹598 — Carrier D,"Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹598 is due by 2026-01-20 00:00:00.

AWB: AWB5818417762
Order ID: 111014971955
Delivery Date: 2026-01-18
Destination: Vijayawada
COD Amount: ₹598

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB4723951838,110914951841,2026-01-18,1616,2026-01-20,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB4723951838 — COD ₹1,616 — Carrier A","Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹1,616 is due by 2026-01-20 00:00:00.

AWB: AWB4723951838
Order ID: 110914951841
Delivery Date: 2026-01-18
Destination: Sambhal
COD Amount: ₹1,616

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB8769470599,102014728802,2026-01-18,809,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB8769470599 — COD ₹809 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹809 is due by 2026-01-20 00:00:00.

AWB: AWB8769470599
Order ID: 102014728802
Delivery Date: 2026-01-18
Destination: Dhamtari
COD Amount: ₹809

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB8694234362,111014972218,2026-01-18,1189,2026-01-20,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB8694234362 — COD ₹1,189 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹1,189 is due by 2026-01-20 00:00:00.

AWB: AWB8694234362
Order ID: 111014972218
Delivery Date: 2026-01-18
Destination: North West Delhi
COD Amount: ₹1,189

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier B,AWB8357810272,101714690975,2026-01-18,1229,2026-01-20,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB8357810272 — COD ₹1,229 — Carrier B","Dear Carrier B Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹1,229 is due by 2026-01-20 00:00:00.

AWB: AWB8357810272
Order ID: 101714690975
Delivery Date: 2026-01-18
Destination: Bhagalpur
COD Amount: ₹1,229

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB1466028564,111014970214,2026-01-18,634,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB1466028564 — COD ₹634 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹634 is due by 2026-01-20 00:00:00.

AWB: AWB1466028564
Order ID: 111014970214
Delivery Date: 2026-01-18
Destination: Jaipur
COD Amount: ₹634

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB6039546783,110914957856,2026-01-18,1395,2026-01-20,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB6039546783 — COD ₹1,395 — Carrier C","Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹1,395 is due by 2026-01-20 00:00:00.

AWB: AWB6039546783
Order ID: 110914957856
Delivery Date: 2026-01-18
Destination: Faridabad
COD Amount: ₹1,395

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier C,AWB7271615822,110414895028,2026-01-18,270,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB7271615822 — COD ₹270 — Carrier C,"Dear Carrier C Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹270 is due by 2026-01-20 00:00:00.

AWB: AWB7271615822
Order ID: 110414895028
Delivery Date: 2026-01-18
Destination: Jodhpur
COD Amount: ₹270

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier D,AWB3589403563,111014969519,2026-01-18,1366,2026-01-20,Overdue,P1 - Urgent,"[Remittance Due] AWB AWB3589403563 — COD ₹1,366 — Carrier D","Dear Carrier D Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹1,366 is due by 2026-01-20 00:00:00.

AWB: AWB3589403563
Order ID: 111014969519
Delivery Date: 2026-01-18
Destination: Bangalore
COD Amount: ₹1,366

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB6770392338,110214868804,2026-01-18,827,2026-01-20,Overdue,P1 - Urgent,[Remittance Due] AWB AWB6770392338 — COD ₹827 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-18. Per the 2-day remittance SLA, payment of ₹827 is due by 2026-01-20 00:00:00.

AWB: AWB6770392338
Order ID: 110214868804
Delivery Date: 2026-01-18
Destination: Thane
COD Amount: ₹827

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
Carrier A,AWB3830862626,111114975646,2026-01-19,917,2026-01-21,Overdue,P1 - Urgent,[Remittance Due] AWB AWB3830862626 — COD ₹917 — Carrier A,"Dear Carrier A Finance Team,

The following COD shipment was delivered on 2026-01-19. Per the 2-day remittance SLA, payment of ₹917 is due by 2026-01-21 00:00:00.

AWB: AWB3830862626
Order ID: 111114975646
Delivery Date: 2026-01-19
Destination: Kurukshetra
COD Amount: ₹917

Please confirm remittance status.

Regards,
Finance Ops — AI Logistics Control Tower",DERIVED (package_amount used as COD-amount proxy — see docs/data_assumptions.md)
